35282345	We aim to analyse sex-specific differences in aortic valves (AVs) and valve interstitial cells (VICs) from aortic stenosis (AS) patients.
35238312	Aortic valve stenosis (AS) disease is the most common valvular disease in developed countries. The pathology of AS is complex, and its main processes include calcification of the valve stroma and involve genetic factors, lipoprotein deposition and oxidation, chronic inflammation, osteogenic transition of cardiac valve interstitial cells, and active valve calcification. The aim of this study was to identify potential genes associated with AS.
35190902	Calcific aortic valve disease (CAVD) is a common valve disease characterized by the fibro-calcific remodeling of the aortic valves, which is an actively regulated process involving osteogenic differentiation of valvular interstitial cells (VICs). MicroRNA (miRNA) is an essential regulator in diverse biological processes in cells. The present study aimed to explore the role and mechanism of miR-22 in the osteogenic differentiation of VICs. The expression profile of osteogenesis-related miRNAs was first detected in aortic valve tissue from CAVD patients (n = 33) and healthy controls (n = 12). miR-22 was highly expressed in calcified valve tissues (P  = 0.563, P < 0.01) in VICs isolated from mild or moderately calcified valves. The sustained high expression of miR-22 was also validated in an in-vitro VICs osteogenic model. Adenovirus-mediated gain-of-function and loss-of-function experiments were then performed. Overexpression of miR-22 significantly accelerated the calcification process of VICs, manifested by significant increases in calcium deposition, alkaline phosphate activity, and expression of osteoblastic differentiation markers. Conversely, inhibition of miR-22 significantly negated the calcification process. Subsequently, calcium-binding protein 39 (CAB39) was identified as a target of miR-22. Overexpression of miR-22 significantly reduced the expression of CAB39 in VICs, leading to decreased catalytic activity of the CAB39-LKB1-STRAD complex, which, in turn, exacerbated changes in the AMPK-mTOR signaling pathway, and ultimately accelerated the calcification process. In addition, ROS generation and autophagic activity during VIC calcification were also regulated by miR-22/CAB39 pathway. These results indicate that miR-22 is an important accelerator of the osteogenic differentiation of VICs, and a potential therapeutic target in CAVD.
35109802	Human aortic valve interstitial cells (hAVICs) are a key factor in the pathogenesis of calcific aortic valve disease (CAVD). This research examines the role and mechanism of microRNA miR-138-5p in osteogenic differentiation of hAVICs.
35074856	Calcific aortic valve disease (CAVD) is an active pathological process mediated by abnormal activation and transdifferentiation of valvular interstitial cells (VICs). The present study aims to investigate the function and underlying mechanism of the basic fibroblast growth factor (BFGF) on osteogenic differentiation of VICs. Porcine VICs cultured with osteogenic induction medium are supplemented with or without BFGF. Morphology of VICs is identified by fluorescein isothiocyanate-labeled phalloidin, the cell viability is assessed by the cell counting kit-8 method, and protein and mRNA expression level of osteogenic differentiation markers, including Runx2, osteopontin, and Sp7, are verified by western blot analysis and quantitative real-time PCR, respectively. RNA sequencing is used to identify changes in gene profiles. Alizarin Red S staining is used to measure calcium deposition. The results demonstrate that the content of calcium deposition and the expression level of osteogenic markers are downregulated by supplementing BFGF. Notch1 signaling pathway is extracted as a candidate target after bioinformatics analysis by RNA sequencing. The transfection of si-Notch1 abolishes the calcification inhibitory effect of BFGF. Taken together, our findings shed the light on the mechanism and potential therapeutics of BFGF for CAVD.
34914964	Calcification of the bicuspid aortic valve (BAV) involves differential expression of various RNA genes, which is achieved through complex regulatory networks that are controlled in part by transcription factors and microRNAs. We previously found that miR-195-5p regulates the osteogenic differentiation of valvular interstitial cells (VICs) by targeting the TGF-\xce\xb2 pathway. However, the transcriptional regulation of miR-195-5p in calcified BAV patients is not yet clear. In this study, stenotic aortic valve tissues from patients with BAVs and tricuspid aortic valves (TAVs) were collected. Candidate transcription factors of miR-195-5p were predicted by bioinformatics analysis and tested in diseased valves and in male porcine VICs. SP2 gene expression and the corresponding protein levels in BAV were significantly lower than those in TAV, and a low SP2 expression level environment in VICs resulted in remarkable increases in RNA expression levels of RUNX2, BMP2, collagen 1, MMP2, and MMP9 and the corresponding proteins. ChIP assays revealed that SP2 directly bound to the transcription promoter region of miR-195-5p. Cotransfection of SP2 shRNA and a miR-195-5p mimic in porcine VICs demonstrated that SP2 repressed SMAD7 expression via miR-195-5p, while knockdown of SP2 increased the mRNA expression of SMAD7 and the corresponding protein and attenuated Smad 2/3 expression. Immunofluorescence staining of diseased valves confirmed that the functional proteins of osteogenesis differentiation, including RUNX2, BMP2, collagen 1, and osteocalcin, were overexpressed in BAVs. In Conclusion, the transcription factor Sp2 is expressed at low levels in VICs from BAV patients, which has a negative impact on miR-195-5p expression by binding its promoter region and partially promotes calcification through a SMAD-dependent pathway.
34254733	Functional tissue engineered heart valves (TEHV) have been an elusive goal for nearly 30 years. Among the persistent challenges are the requirements for engineered valve leaflets that possess nonlinear elastic tissue biomechanical properties, support quiescent fibroblast phenotype, and resist osteogenic differentiation. Nanocellulose is an attractive tunable biological material that has not been employed to this application. In this study, we fabricated a series of photocrosslinkable composite hydrogels mNCC-MeGel (mNG) by conjugating TEMPO-modified nanocrystalline cellulose (mNCC) onto the backbone of methacrylated gelatin (MeGel). Their structures were characterized by FTIR,  HNMR and uniaxial compression testing. Human adipose-derived mesenchymal stem cells (HADMSC) were encapsulated within the material and evaluated for valve interstitial cell phenotypes over 14 days culture in both normal and osteogenic media. Compared to the MeGel control group, the HADMSC encapsulated within mNG showed decreased alpha smooth muscle actin (\xce\xb1SMA) expression and increased vimentin and aggrecan expression, suggesting the material supports a quiescent fibroblastic phenotype. Under osteogenic media conditions, HADMSC within mNG hydrogels showed lower expression of osteogenic genes, including Runx2 and osteocalcin, indicating resistance toward calcification. As a proof of principle, the mNG hydrogel, combined with a viscosity enhancing agent, was used to 3D bioprint a tall, self-standing tubular structure that sustained cell viability. Together, these results identify mNG as an attractive biomaterial for TEHV applications.
34895136	Calcific aortic valve disease (CAVD) is the most prevalent valvular disease worldwide. However, no effective treatment could delay or prevent the progression of the disease due to the poor understanding of its pathological mechanism. Many studies showed that metformin exerted beneficial effects on multiple cardiovascular diseases by mediating multiple proteins such as AMPK, NF-\xce\xbaB, and AKT. This study aims to verify whether metformin can inhibit aortic calcification through the PI3K/AKT signaling pathway.
34766179	Cardamonin (CDM) is a natural chalcone with strong anti-inflammatory properties. Inflammation-induced osteogenic changes in valve interstitial cells (VICs) play crucial roles in the development of calcific aortic valve disease (CAVD), a degenerative disease characterized by degeneration, thickening, fibrosis, and calcification of the heart valve tissues. To investigate the anti-osteogenic differentiation role of CDM in human valve interstitial cells (hVICs), which consequently reverses the calcification of the aortic valve, human VICs were exposed to osteogenic induction medium (OM) with CDM for further cell viability, osteogenic gene and protein expression analyses, and anti-calcification testing. mRNA sequencing was utilized to analyze the differentially expressed genes (DEGs) and related signaling pathways as potential molecular targets involved in CDM\'s anti-calcification activity. Human aortic valve leaflet , CDM ameliorated aortic valve calcification by interfering with NLRP3 expression. Our study demonstrated that CDM inhibited the phenotypical calcific transformation of hVICs by mediating the inactivation of the NF-\xce\xbaB/NLRP3 inflammasome. Therefore, it is considered to be a promising natural compound for use in preventing the progression of heart valve calcification disease.
34745206	Calcific aortic valve disease (CAVD) is the most common structural heart disease, and the morbidity is increased with elderly population. Several microRNAs (miRNAs) have been identified to play crucial roles in CAVD, and numerous miRNAs are still waiting to be explored. In this study, the miRNA expression signature in CAVD was analyzed unbiasedly by miRNA-sequencing, and we found that, compared with the normal control valves, 152 miRNAs were upregulated and 186 miRNAs were downregulated in calcified aortic valves. The functions of these differentially expressed miRNAs were associated with cell differentiation, apoptosis, adhesion and immune response processes. Among downregulated miRNAs, the expression level of miR-139-5p was negatively correlated with the osteogenic gene  the Wnt/\xce\xb2-Catenin pathway, which may further provide a new therapeutic target for CAVD.
34740021	Calcific aortic valve disease (CAVD) is caused by the initiation of the thickening and calcification of valve leaflets by valve interstitial cells (VICs). Cell metabolic changes during the CAVD process are a new field of basic research on this disease. The present study aimed to investigate whether andrographolide (AGP) could attenuate the calcification of aortic valves by regulating cell metabolism. Gas chromatography-mass spectroscopy (GC-MS) metabolome analysis was utilized to investigate the changes in the metabolites of VICs from healthy and CAVD samples. Cell growth and the osteogenic differentiation of human VICs (hVICs) were assessed using a CCK8 assay and Alizarin Red S staining, respectively. The expression of two calcification-related markers, RUNX2 and ALP, was analyzed by quantitative real-time polymerase chain reaction (qRT-PCR) and immunofluorescence staining. Molecular docking was used to detect the interaction between AGP and monoglyceride lipase (MGLL). The high-fat-fed ApoE-/- mice aortic valve calcification animal model was used to verify the effect of AGP on CAVD in vivo. Metabolome analysis showed that the metabolites of VICs from healthy and CAVD samples were highly enriched in the biosynthesis of unsaturated fatty acids and glycerolipid metabolism. The top six highlighted metabolites were selected to reveal a high regulation of lipids in VICs from CAVD. AGP significantly suppressed the calcific differentiation of VICs while it decreased the accumulation of the above six metabolites, 1-monopalmitic, palmitic acid, glycerol, l-asparagine, tetraethylene glycol, and stearic acid induced by osteogenic medium (OM) stimulation. These metabolites were highly correlated with the calcific marker ALP and showed a positive correlation with CAVD. In the comprehensive assessment, MGLL, associated with glycerol synthesis, was selected as the molecular target of AGP in inhibiting the calcific phenotype of transforming hVICs. The in vivo results revealed that AGP visibly ameliorated aortic valve calcification by reducing Von Kossa and ALP staining, which was positively correlated with MGLL expression. AGP ameliorated aortic valve calcification by regulating lipid biosynthesis and glycerolipid metabolism targeting MGLL expression in vitro and in vivo. It is a potent therapeutic supplement that prevents the occurrence of heart valve calcification disease by regulating cell metabolism.
34527708	The presented work demonstrates that radiation exposure enhances the calcific response in VICs, a hallmark of CAVD. In addition, high radiation exposure induces differentiation of VICs into a terminally differentiated giant-cell fibroblast. Further studies are essential to elucidate the underlying mechanisms of these radiation-induced valvular changes.
34352088	Recent studies have shown that the choline-derived metabolite trimethylamine N-oxide (TMAO) is a biomarker that promotes cardiovascular disease through the induction of inflammation and stress. Inflammatory responses and stress are involved in the progression of calcified aortic valve disease (CAVD). Here, we examined whether TMAO induces the osteogenic differentiation of aortic valve interstitial cells (AVICs) through endoplasmic reticulum (ER) and mitochondrial stress pathways in vitro and in vivo.
34243610	In calcific aortic valve disease (CAVD), the valve interstitial cells (VIC) osteogenic phenotype changes can lead to thickening and calcification of the valve leaflets\xef\xbc\x8ceventually lead to restricted valve movement and life-threatening. This study aims to investigate the effect and mechanism of dihydrotanshinone I (DHI) on osteogenic medium (OM) induced osteogenic phenotypic transition of porcine valve interstitial cells (PVICs), which can provide theoretical and scientific basis for clinical intervention in CAVD.
34229104	Aortic valve stenosis (AS) is a common, lethal cardiovascular disease. There is no cure except the valve replacement at last stage. Therefore, an understanding of the detail mechanism is imperative to prevent and intervene AS. Metabolic syndrome (MetS) is one of the major risk factors of AS whereas fructose overconsuming tops the list of MetS risk factors. However, whether the fructose under physiological level induces AS is currently unknown.
34204737	Despite the great progress in the field of bone tissue regeneration, the early initiating mechanisms of osteogenic differentiation are not well understood. Cells capable of osteogenic transformation vary from mesenchymal stem cells of various origins to mural cells of vessels. The mechanisms of pathological calcification are thought to be similar to those of bone formation. Notch signaling has been shown to play an important role in osteogenic differentiation, as well as in pathological calcification. Nevertheless, despite its known tissue- and context-specificity, the information about its role in the osteogenic differentiation of different cells is still limited. We compared mesenchymal stem cells from adipogenic tissue (MSCs) and interstitial cells from the aortic valve (VICs) by their ability to undergo Notch-dependent osteogenic differentiation. We showed differences between the two types of cells in their ability to activate the expression of proosteogenic genes  promoters shows fine-tuned dose-dependency in response to Notch induction and suggests a direct link between the level of Notch activation, and the proostogenic gene expression and corresponding osteogenic induction. Our data suggest that osteogenic differentiation is a context-dependent process and the outcome of it could be cell-type dependent.
34043161	Little is known about the biological functions and underlying mechanisms of long non-coding RNA AFAP1-AS1 in degenerative calcified aortic valve disease (DCAVD). This study aims to explore whether AFAP1-AS1 regulates macrophage polarization in aortic valve calcification. Macrophage polarization and AFAP1-AS1 expression were detected in normal and calcified aortic valves of DCAVD patients. To explore the effect of AFAP1-AS1 on macrophage polarization, gain and loss of function were performed in THP-1 cells, and the percentage of M1 and M2 and the expressions of M1 and M2 markers were analyzed. Meanwhile, osteogenic differentiation was examined in valve interstitial cells (VICs). Compared with normal valves, there were more M1, less M2, and high AFAP1-AS1 expressions in calcified aortic valves, which may indicate a relationship between AFAP1-AS1 and macrophage polarization. AFAP1-AS1 overexpression promoted M1 polarization in lipopolysaccharide (LPS) and interferon gamma (IFN-\xce\xb3)-treated THP-1 cells but inhibited M2 polarization, as well as augmented VIC osteogenic differentiation. On the contrary, the silence of AFAP1-AS1 could induce macrophage to M2-type and inhibit VIC osteogenic differentiation. These results elucidate that AFAP1-AS1 can promote M1 macrophages polarization to aggravate VIC osteogenic differentiation, playing a role in aortic valve calcification.
33938898	Calcific aortic valve disease (CAVD) is present in nearly a third of the elderly population. Thickening, stiffening, and calcification of the aortic valve causes aortic stenosis and contributes to heart failure and stroke. Disease pathogenesis is multifactorial, and stresses such as inflammation, extracellular matrix remodeling, turbulent flow, and mechanical stress and strain contribute to the osteogenic differentiation of valve endothelial and valve interstitial cells. However, the precise initiating factors that drive the osteogenic transition of a healthy cell into a calcifying cell are not fully defined. Further, the only current therapy for CAVD-induced aortic stenosis is aortic valve replacement, whereby the native valve is removed (surgical aortic valve replacement, SAVR) or a fully collapsible replacement valve is inserted via a catheter (transcatheter aortic valve replacement, TAVR). These surgical procedures come at a high cost and with serious risks; thus, identifying novel therapeutic targets for drug discovery is imperative. To that end, the present study develops a workflow where surgically removed tissues from patients and donor cadaver tissues are used to create patient-specific primary lines of valvular cells for in vitro disease modeling. This protocol introduces the utilization of a cold storage solution, commonly utilized in organ transplant, to reduce the damage caused by the often-lengthy procurement time between tissue excision and laboratory processing with the benefit of greatly stabilizing cells of the excised tissue. The results of the present study demonstrate that isolated valve cells retain their proliferative capacity and endothelial and interstitial phenotypes in culture upwards of several days after valve removal from the donor. Using these materials allows for the collection of control and CAVD cells, from which both control and disease cell lines are established.
33920891	Calcific aortic valve stenosis (CAVS) is a heart disease characterized by the progressive fibro-calcific remodeling of the aortic valves, an actively regulated process with the involvement of the reactive oxygen species-mediated differentiation of valvular interstitial cells (VICs) into osteoblast-like cells. Nuclear factor erythroid 2-related factor 2 (Nrf2) regulates the expression of a variety of antioxidant genes, and plays a protective role in valve calcification. Heme oxygenase-1 (HO-1), an Nrf2-target gene, is upregulated in human calcified aortic valves. Therefore, we investigated the effect of Nrf2/HO-1 axis in VIC calcification. We induced osteogenic differentiation of human VICs with elevated phosphate and calcium-containing osteogenic medium (OM) in the presence of heme. Heme inhibited Ca deposition and OM-induced increase in alkaline phosphatase and osteocalcin (OCN) expression. Heme induced Nrf2 and HO-1 expression in VICs. Heme lost its anti-calcification potential when we blocked transcriptional activity Nrf2 or enzyme activity of HO-1. The heme catabolism products bilirubin, carbon monoxide, and iron, and also ferritin inhibited OM-induced Ca deposition and OCN expression in VICs. This study suggests that heme-mediated activation of the Nrf2/HO-1 pathway inhibits the calcification of VICs. The anti-calcification effect of heme is attributed to the end products of HO-1-catalyzed heme degradation and ferritin.
33744308	Calcific aortic valve disease (CAVD) is a common progressive disease of the aortic valves, for which no medical treatment exists and surgery represents currently the only therapeutic solution. The development of novel pharmacological treatments for CAVD has been hampered by the lack of suitable test-systems, which require the preservation of the complex valve structure in a mechanically and biochemical controllable system. Therefore, we aimed at establishing a model which allows the study of calcification in intact mouse aortic valves by using the Miniature Tissue Culture System (MTCS), an ex vivo flow model for whole mouse hearts. Aortic valves of wild-type mice were cultured in the MTCS and exposed to osteogenic medium (OSM, containing ascorbic acid, \xce\xb2-glycerophosphate and dexamethasone) or inorganic phosphates (PI). Osteogenic calcification occurred in the aortic valve leaflets that were cultured ex vivo in the presence of PI, but not of OSM. In vitro cultured mouse and human valvular interstitial cells calcified in both OSM and PI conditions, revealing in vitro-ex vivo differences. Furthermore, endochondral differentiation occurred in the aortic root of ex vivo cultured mouse hearts near the hinge of the aortic valve in both PI and OSM conditions. Dexamethasone was found to induce endochondral differentiation in the aortic root, but to inhibit calcification and the expression of osteogenic markers in the aortic leaflet, partly explaining the absence of calcification in the aortic valve cultured with OSM. The osteogenic calcifications in the aortic leaflet and the endochondral differentiation in the aortic root resemble calcifications found in human CAVD. In conclusion, we have established an ex vivo calcification model for intact wild-type murine aortic valves in which the initiation and progression of aortic valve calcification can be studied. The in vitro-ex vivo differences found in our studies underline the importance of ex vivo models to facilitate pre-clinical translational studies.
33579497	In this study, electrospun scaffolds were fabricated by blending poly(l-lactide-co-\xce\xb5-caprolactone) (PLCL) and silk fibroin (SF) with different ratios, and further the feasibility of electrospun PLCL/SF scaffolds were evaluated for application of tissue engineered heart valve (TEHV). Scanning electron microscopy (SEM) results showed that the surface of PLCL/SF electrospun scaffolds was smooth and uniform while the mechanical properties were appropriate as valve prosthesis. In vitro cytocompatibility evaluation results demonstrated that all of the PLCL/SF electrospun scaffolds were cytocompatible and valvular interstitial cells (VICs) cultured on PLCL/SF scaffolds of 80/20 & 70/30 ratios exhibited the best cytocompatibility. The in vitro osteogenic differentiation of VICs including alkaline phosphatase (ALP) activity and quantitative polymerase chain reaction (qPCR) assays indicated that PLCL/SF scaffolds of 80/20 & 90/10 ratios behaved better anti-calcification ability. In the in vivo calcification evaluation model of rat subdermal implantation, PLCL/SF scaffolds of 80/20 & 90/10 ratios presented better anti-calcification ability, which was consistent with the in vitro results. Moreover, PLCL/SF scaffolds of 80/20 & 70/30 ratios showed significantly enhanced cell infiltration and M2 macrophage with higher CD206+/CD68+ ratio. Collectively, our data demonstrated that electrospun scaffolds with the PLCL/SF ratio of 80/20 hold great potential as TEHV materials.
33482604	Calcific aortic valve disease (CAVD) is an actively regulated degenerative disease process. Clinical lesions exhibit marked 3D complexity not represented in current in vitro systems. We here present a unique mechanically stressed 3D culture system that recapitulates valve interstitial cell (VIC) induced matrix calcification through myofibroblastic activation and osteoblastic differentiation. We test the hypothesis that valve endothelial (VEC) - interstitial collaborative interactions modulate the risk and complexity of calcific pathogenesis within mechanically stressed and pro-inflammatory environments.
33184978	Calcific aortic valve disease (CAVD) is the most common valvular heart disease in adults. The cellular mechanisms of CAVD are still unknown, but accumulating evidence has revealed that osteogenic differentiation of human valve interstitial cells (hVICs) plays an important role in CAVD. Thus, we aimed to investigate the function of estrogen-related receptor \xce\xb1 (ERR\xce\xb1) in the osteogenic differentiation of hVICs. We found that the level of ERR\xce\xb1 was significantly increased in CAVD samples compared to normal controls. In addition, ERR\xce\xb1 was significantly upregulated during hVIC osteogenic differentiation in vitro. Gain- and loss-of-function experiments were performed to identify the function of ERR\xce\xb1 in hVIC calcification in vitro. Inhibition of endogenous ERR\xce\xb1 attenuated hVIC calcification, whereas overexpression of ERR\xce\xb1 in hVICs promoted this process. RNA sequencing results suggested that heme oxygenase-1 (Hmox1) was a downstream target of ERR\xce\xb1, which was further confirmed by western blotting. Additionally, we also found that downregulation of Hmox1 by shHmox1 efficiently reversed the inhibition of calcification induced by ERR\xce\xb1 shRNA in hVICs. ChIP-qPCR and luciferase assays indicated that Hmox1 was negatively regulated by ERR\xce\xb1. We found that overexpression of Hmox1 or its substrates significantly inhibited hVIC calcification in vitro. In conclusion, we found that knockdown of ERR\xce\xb1 can inhibit hVIC calcification through upregulating Hmox1 and that ERR\xce\xb1 and Hmox1 are potential targets for the treatment of CAVD.
33070258	Calcified aortic valve disease (CAVD) is characterized by valve thickening and calcification. Osteoblast differentiation is one of the key steps of valve calcification. CircRNAs is involved in osteogenic differentiation of multiple mesenchymal cells. However, the function of circRNA TGFBR2 (TGFBR2) in CAVD remained unclear. We explored the effect and mechanism of TGFBR2 in modulating CAVD.
32259211	Calcific aortic valve disease (CAVD) is the most common heart valve disease in the Western world. It has been reported that zinc is accumulated in calcified human aortic valves. However, whether zinc directly regulates CAVD is yet to be elucidated. The present study sought to determine the potential role of zinc in the pathogenesis of CAVD.
31924353	Aortic valve interstitial cells have been implicated in the pathogenesis of aortic stenosis. In response to proinflammatory stimuli, aortic valve interstitial cells undergo an osteogenic phenotypic change. The purpose of this study was to determine whether the anti-inflammatory effects of statins prevent osteogenic activity in cultured aortic valve interstitial cells.
31761339	Human aortic valve interstitial cells redifferentiate into an osteoblast-like phenotype, which is the key cellular mechanism of aortic valve calcification. Methyltransferase-like 3, the N6-methyladenosine methylation writer, has emerged as a new layer of epigenetic regulation for osteogenic differentiation of bone mesenchymal stem cells. The current study sought to determine whether methyltransferase-like 3 also plays a role in the osteogenic differentiation of human aortic valve interstitial cells.
